capture_id,vlm_being_away,vlm_coherence,vlm_scope,vlm_fascination,vlm_restorative_average,vlm_model,prompt_hash,cache_hit,vlm_status,vlm_error
202103_114.2422502421771_22.56227045019431.png,0.18,0.74,0.51,0.32,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.24886032892263_22.70519218145229.png,0.18,0.48,0.36,0.22,0.31,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.2580832_22.585963900000003.png,0.12,0.62,0.45,0.22,0.3525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.2781623_22.7481021.png,0.08,0.57,0.46,0.14,0.3125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202103_114.30650090000002_22.600766799999995.png,0.32,0.78,0.52,0.41,0.5075000000000001,gpt-5.4-mini,35128c8cfbadece8,,ok,
202201_114.2731717_22.634134700000004.png,0.55,0.72,0.64,0.58,0.6225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202202_113.90250819161481_22.798201494461292.png,0.03,0.42,0.46,0.12,0.2575,gpt-5.4-mini,35128c8cfbadece8,,ok,
202203_113.8044636404817_22.67523148030025.png,0.24,0.66,0.58,0.31,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202207_114.0390344_22.565740199999993.png,0.22,0.55,0.41,0.28,0.365,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.78291956179339_22.7216500714381.png,0.22,0.78,0.73,0.31,0.51,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.78807238764684_22.679775888856494.png,0.12,0.52,0.46,0.28,0.345,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.7885606_22.738446.png,0.12,0.56,0.48,0.22,0.345,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.79437007537138_22.682460288185617.png,0.14,0.62,0.58,0.29,0.4075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.7957707_22.7341786.png,0.05,0.42,0.48,0.18,0.2825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8017865_22.6838826.png,0.08,0.55,0.48,0.22,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8041727_22.7795268.png,0.18,0.72,0.56,0.24,0.425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8082633_22.674981199999994.png,0.12,0.54,0.42,0.34,0.355,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8100430382602_22.746583540331518.png,0.08,0.46,0.55,0.18,0.3175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8109161_22.7844666.png,0.18,0.62,0.57,0.34,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8131533_22.734941999999997.png,0.18,0.62,0.58,0.31,0.4225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8169133_22.7276972.png,0.18,0.72,0.56,0.24,0.425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.81788238289876_22.73720803948338.png,0.32,0.58,0.61,0.47,0.495,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.819258_22.731765400000004.png,0.08,0.72,0.46,0.24,0.375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.82000803448553_22.737425312514915.png,0.05,0.72,0.56,0.18,0.3775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8222678_22.6425994.png,0.06,0.58,0.42,0.16,0.305,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8262261_22.649557699999992.png,0.31,0.74,0.52,0.34,0.4775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.82747384253616_22.615966911644556.png,0.46,0.8,0.72,0.53,0.6275000000000001,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8291359_22.6271889.png,0.12,0.67,0.58,0.22,0.3975,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8319583_22.794324499999995.png,0.14,0.62,0.28,0.22,0.315,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.83265292629095_22.7449197751454.png,0.22,0.68,0.63,0.31,0.46,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8347799_22.784325.png,0.18,0.71,0.47,0.24,0.3999999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.83586272797584_22.70472169611849.png,0.24,0.72,0.58,0.33,0.4674999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.836346_22.638564300000002.png,0.32,0.71,0.58,0.34,0.4875,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8379821_22.8048093.png,0.28,0.72,0.63,0.31,0.485,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.83840317386104_22.70831987854843.png,0.32,0.78,0.74,0.47,0.5775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8409071441885_22.61114609385476.png,0.12,0.68,0.55,0.22,0.3925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8436113_22.612272900000004.png,0.22,0.46,0.63,0.34,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8452123_22.763892499999994.png,0.18,0.62,0.51,0.29,0.4,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.84852700762849_22.610222404648848.png,0.45,0.82,0.62,0.54,0.6075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8492719_22.793544899999997.png,0.18,0.72,0.57,0.22,0.4225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8523632_22.618814899999997.png,0.55,0.78,0.72,0.63,0.67,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8551969_22.763327199999996.png,0.46,0.78,0.71,0.34,0.5725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.85560042621323_22.806993254660956.png,0.22,0.72,0.48,0.31,0.4325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8575257_22.717668000000003.png,0.12,0.41,0.43,0.18,0.285,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8596726_22.652348399999997.png,0.08,0.58,0.32,0.18,0.29,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8635362_22.560423499999995.png,0.18,0.66,0.63,0.39,0.465,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8704171_22.562697100000005.png,0.15,0.72,0.55,0.32,0.435,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8722763_22.551879099999997.png,0.08,0.62,0.73,0.31,0.435,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.87349693118158_22.585965639453615.png,0.12,0.54,0.33,0.29,0.32,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8795867_22.5997255.png,0.55,0.62,0.68,0.57,0.605,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.88136_22.584475199999996.png,0.22,0.66,0.58,0.48,0.485,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8822775_22.5709209.png,0.03,0.58,0.72,0.42,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.88679688991533_22.57914480276345.png,0.34,0.72,0.58,0.49,0.5325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8878473_22.7457221.png,0.08,0.63,0.34,0.22,0.3175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.89438222471337_22.73412834603495.png,0.06,0.58,0.34,0.31,0.3225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.8992378_22.5719486.png,0.02,0.42,0.78,0.31,0.3825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.90574290000002_22.577700399999998.png,0.08,0.72,0.61,0.46,0.4674999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.90896476644085_22.56979410159586.png,0.28,0.63,0.52,0.34,0.4425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.909002_22.5679899.png,0.14,0.56,0.48,0.18,0.34,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9117943_22.665487700000003.png,0.18,0.63,0.42,0.29,0.38,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9159803_22.655209499999998.png,0.08,0.56,0.47,0.18,0.3225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.921566914685_22.692212677311126.png,0.16,0.52,0.58,0.28,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9227536_22.727050399999996.png,0.48,0.71,0.66,0.39,0.56,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.92292441756912_22.689422567040562.png,0.22,0.68,0.56,0.34,0.45,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9263628_22.5912654.png,0.42,0.61,0.58,0.47,0.52,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9360468_22.758895699999997.png,0.22,0.68,0.56,0.34,0.45,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.94225220000001_22.753719199999995.png,0.18,0.58,0.62,0.22,0.3999999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9432455_22.587066.png,0.08,0.55,0.62,0.22,0.3675,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9570976_22.583883199999995.png,0.28,0.67,0.41,0.35,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.95836790652298_22.69236529229209.png,0.25,0.66,0.52,0.28,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9724363_22.693400699999998.png,0.31,0.54,0.62,0.42,0.4725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.98367039433224_22.672815120621834.png,0.12,0.63,0.38,0.28,0.3525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9858528_22.704467899999997.png,0.18,0.45,0.56,0.31,0.375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9905027_22.681737499999997.png,0.18,0.62,0.56,0.34,0.425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.996054_22.668308199999995.png,0.05,0.55,0.45,0.12,0.2925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_113.9984381_22.681373299999997.png,0.08,0.55,0.58,0.34,0.3875,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.001936_22.656943199999997.png,0.08,0.62,0.43,0.22,0.3375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0032842_22.655026699999997.png,0.05,0.62,0.58,0.18,0.3575,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0051723768474_22.681067740455443.png,0.08,0.42,0.55,0.18,0.3075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0078292_22.639066599999996.png,0.08,0.72,0.51,0.33,0.41,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.01052248887245_22.649428427414882.png,0.15,0.78,0.42,0.22,0.3925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.01569978609133_22.728512338937833.png,0.22,0.76,0.58,0.34,0.475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0163689_22.653706200000002.png,0.06,0.55,0.74,0.32,0.4175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0191639_22.662296299999998.png,0.12,0.56,0.48,0.42,0.395,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.02076763342716_22.6417675560083.png,0.23,0.71,0.56,0.34,0.46,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0226689_22.6581417.png,0.08,0.56,0.41,0.18,0.3075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.02556840000001_22.630214099999996.png,0.08,0.62,0.45,0.33,0.37,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0271165_22.5685268.png,0.14,0.48,0.46,0.33,0.3525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.02749850000001_22.661723400000003.png,0.08,0.63,0.71,0.42,0.4599999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0294217_22.556639199999996.png,0.18,0.56,0.42,0.31,0.3675,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0314997_22.736269000000007.png,0.08,0.52,0.34,0.18,0.28,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0336272_22.661090499999997.png,0.08,0.63,0.74,0.22,0.4175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0358766_22.6473671.png,0.08,0.62,0.58,0.35,0.4075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.03708640000002_22.7299134.png,0.27,0.56,0.61,0.42,0.465,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0383343_22.670064099999998.png,0.15,0.74,0.52,0.31,0.43,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.03978245388089_22.60607904267013.png,0.22,0.68,0.55,0.31,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0411497_22.561641499999997.png,0.18,0.82,0.57,0.34,0.4775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0438439_22.556771700000002.png,0.16,0.67,0.74,0.44,0.5025000000000001,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.044294_22.550718700000004.png,0.15,0.62,0.56,0.33,0.415,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0445563_22.536196300000004.png,0.42,0.68,0.79,0.41,0.575,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0510165_22.551339899999995.png,0.22,0.62,0.56,0.31,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0519255_22.7122363.png,0.08,0.46,0.34,0.18,0.265,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0544058_22.6444327.png,0.12,0.45,0.52,0.28,0.3425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0558493_22.615251100000002.png,0.12,0.63,0.41,0.22,0.345,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0578282_22.578562.png,0.22,0.83,0.57,0.31,0.4825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.05853155717254_22.724492512449242.png,0.08,0.55,0.33,0.42,0.345,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.059173_22.6942178.png,0.18,0.62,0.58,0.41,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0597178_22.624512499999994.png,0.08,0.58,0.44,0.23,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0627656_22.5229418.png,0.56,0.73,0.68,0.62,0.6475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.06487710000002_22.633098699999998.png,0.23,0.61,0.52,0.48,0.46,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0665036_22.627860199999997.png,0.18,0.62,0.56,0.34,0.425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0679141_22.563537199999995.png,0.12,0.62,0.41,0.19,0.3349999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0714429_22.5480405.png,0.18,0.72,0.46,0.32,0.42,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0746631_22.6338718.png,0.18,0.62,0.74,0.31,0.4625,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.09092050000001_22.701566099999997.png,0.12,0.62,0.48,0.18,0.35,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0909805_22.5517268.png,0.15,0.52,0.68,0.31,0.415,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.0963676_22.572977699999996.png,0.12,0.63,0.48,0.36,0.3974999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1035643_22.6872075.png,0.22,0.54,0.47,0.18,0.3525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.10629653022042_22.69430970272127.png,0.08,0.62,0.34,0.29,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1079496_22.572552100000003.png,0.12,0.62,0.58,0.39,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.112463_22.71322719999999.png,0.12,0.46,0.56,0.18,0.33,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1129015_22.5992305.png,0.17,0.58,0.78,0.31,0.46,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1182373_22.5657563.png,0.18,0.72,0.63,0.34,0.4675,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1204075_22.6482116.png,0.32,0.44,0.56,0.41,0.4325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1265996_22.6505152.png,0.22,0.58,0.67,0.29,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1297294_22.571899599999995.png,0.32,0.72,0.55,0.46,0.5125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1347208_22.689938899999998.png,0.12,0.57,0.41,0.28,0.345,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1362693_22.6242506.png,0.22,0.68,0.58,0.31,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1413619_22.633429600000003.png,0.18,0.71,0.43,0.24,0.39,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1486314_22.6915968.png,0.12,0.46,0.62,0.28,0.37,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1655038_22.5668733.png,0.08,0.72,0.56,0.33,0.4225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.1903821_22.654378699999995.png,0.08,0.56,0.32,0.22,0.295,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.19179562381086_22.63432322223352.png,0.18,0.66,0.45,0.42,0.4275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2071742_22.712280299999996.png,0.08,0.62,0.58,0.2,0.37,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2111792_22.658679700000004.png,0.32,0.71,0.58,0.37,0.495,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2152921_22.6662057.png,0.15,0.72,0.55,0.34,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.216765_22.6974888.png,0.12,0.48,0.72,0.31,0.4075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.21723136608922_22.72370956084027.png,0.18,0.71,0.45,0.28,0.405,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2197791_22.7005555.png,0.22,0.63,0.58,0.41,0.4599999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.22552806929458_22.72382851725978.png,0.12,0.68,0.42,0.31,0.3825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.22642830617639_22.700759857544092.png,0.22,0.64,0.56,0.34,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2273256_22.557942800000003.png,0.12,0.68,0.34,0.29,0.3575,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.23005136136408_22.7412320600931.png,0.35,0.62,0.78,0.57,0.58,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2301294_22.737622900000005.png,0.12,0.78,0.42,0.21,0.3825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.23443416997084_22.70443946701597.png,0.22,0.56,0.43,0.28,0.3725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2361757_22.730064800000008.png,0.08,0.56,0.32,0.21,0.2925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.24092502102194_22.72834490326265.png,0.54,0.68,0.62,0.46,0.5750000000000001,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2417927_22.721100999999997.png,0.18,0.63,0.56,0.31,0.42,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.25240049211995_22.71598604493676.png,0.08,0.38,0.31,0.22,0.2475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2553826_22.7219132.png,0.32,0.61,0.44,0.38,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2597717_22.748227099999998.png,0.18,0.52,0.68,0.22,0.4,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2690539_22.690821300000003.png,0.18,0.62,0.54,0.31,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2760337_22.7631342.png,0.18,0.58,0.42,0.22,0.35,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.28544010000002_22.781407799999997.png,0.28,0.52,0.41,0.33,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2873667_22.697519499999995.png,0.18,0.63,0.76,0.34,0.4775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.29145377862082_22.72440749735727.png,0.08,0.58,0.44,0.22,0.33,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.2954426_22.676837.png,0.12,0.58,0.44,0.22,0.3399999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3011382_22.6976226.png,0.27,0.58,0.71,0.34,0.475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.30676170000001_22.6703835.png,0.43,0.56,0.58,0.34,0.4775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3072554_22.766458099999998.png,0.08,0.42,0.33,0.18,0.2525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.31441280650962_22.67996343438464.png,0.24,0.66,0.53,0.31,0.435,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3162351_22.766853299999998.png,0.18,0.56,0.34,0.22,0.325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3254350036764_22.68151625721614.png,0.08,0.62,0.58,0.27,0.3875,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.33041262094612_22.699174530065097.png,0.18,0.55,0.42,0.22,0.3425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3351278_22.708945700000005.png,0.18,0.58,0.45,0.33,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3404670682303_22.697019432676996.png,0.08,0.52,0.57,0.22,0.3475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3459751_22.707297799999996.png,0.18,0.72,0.63,0.22,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3511078_22.681715400000005.png,0.18,0.62,0.72,0.24,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3569203_22.6889893.png,0.18,0.63,0.54,0.38,0.4325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3658786_22.743978499999994.png,0.08,0.71,0.42,0.29,0.375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.368547_22.736087599999998.png,0.27,0.72,0.66,0.45,0.525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.37215326558275_22.730109705730648.png,0.54,0.73,0.68,0.61,0.64,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3734899_22.7272945.png,0.05,0.58,0.46,0.18,0.3175,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.3769458_22.689101.png,0.44,0.72,0.56,0.49,0.5525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.38063190000001_22.6953099.png,0.12,0.58,0.55,0.21,0.365,gpt-5.4-mini,35128c8cfbadece8,,ok,
202211_114.40298750000001_22.696152799999997.png,0.18,0.61,0.74,0.29,0.4549999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.77643691902465_22.689496014406288.png,0.18,0.62,0.57,0.29,0.415,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.7773688_22.700072399999996.png,0.08,0.46,0.62,0.14,0.325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.78080880458923_22.697984700257628.png,0.18,0.66,0.32,0.24,0.35,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.7951026_22.699638300000004.png,0.12,0.62,0.55,0.28,0.3925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.79688929487973_22.680480331073678.png,0.18,0.62,0.58,0.27,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8052854_22.6785739.png,0.14,0.66,0.57,0.28,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.81152624040243_22.669452211760223.png,0.08,0.64,0.42,0.18,0.33,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8150205_22.6618553.png,0.12,0.62,0.58,0.18,0.375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.822997_22.673369699999995.png,0.12,0.46,0.55,0.41,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8333147_22.5931892.png,0.05,0.42,0.28,0.18,0.2325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.84548710000001_22.595948799999995.png,0.34,0.67,0.55,0.41,0.4925,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8455067_22.571828900000003.png,0.12,0.46,0.43,0.29,0.325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8545129_22.757254.png,0.18,0.47,0.62,0.29,0.39,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8597812_22.757076.png,0.12,0.67,0.41,0.22,0.355,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.86139183326183_22.587593857146626.png,0.18,0.52,0.22,0.31,0.3075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.86693239299775_22.5059467417505.png,0.22,0.58,0.41,0.18,0.3475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8680685_22.5560727.png,0.08,0.62,0.55,0.23,0.37,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.87041220000002_22.5580962.png,0.12,0.72,0.68,0.28,0.45,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8707263_22.568021299999998.png,0.08,0.62,0.58,0.18,0.365,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8757923_22.514260899999996.png,0.08,0.55,0.35,0.18,0.29,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.87765440000001_22.775584799999997.png,0.12,0.48,0.72,0.33,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8790194_22.5608856.png,0.15,0.68,0.52,0.41,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.881676_22.5046663.png,0.08,0.42,0.57,0.21,0.32,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8839338_22.792216499999995.png,0.08,0.62,0.56,0.18,0.36,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8850943_22.7812449.png,0.08,0.55,0.42,0.28,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8871212311432_22.59073404108649.png,0.24,0.62,0.43,0.31,0.4,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8873515_22.494999999999997.png,0.18,0.63,0.42,0.27,0.375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.891474774064_22.785579979547432.png,0.05,0.72,0.48,0.28,0.3825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8915262_22.7874822.png,0.18,0.62,0.51,0.34,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.89180624418951_22.79290449136687.png,0.08,0.42,0.55,0.18,0.3075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8943005_22.776301499999995.png,0.05,0.42,0.67,0.22,0.34,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.8982409_22.550873.png,0.41,0.72,0.63,0.46,0.5549999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
